Gene,Coefficient_x,Odds Ratio,Coefficient_y,Absolute_Coefficient
MOCS2,-0.000562419,0.999437739,-5.27E-05,5.268521254949213e-05
EXPH5,-0.000562731,0.999437427,-0.000137854,0.000137854
KAT2B,-0.000564015,0.999436145,0.000158215,0.000158215
DNAJC7,-0.000564544,0.999435615,-0.000116385,0.000116385
AKT2,-0.000564697,0.999435463,-5.83E-06,5.825608366816226e-06
KCTD12,-0.000565124,0.999435035,-2.85E-05,2.851623496254348e-05
CASP4,-0.000565262,0.999434897,-8.38E-05,8.383804316112065e-05
LIMS2,-0.000565727,0.999434433,0.000123147,0.000123147
SIGLEC8,-0.000566604,0.999433557,-0.000310826,0.000310826
DENND3,-0.000566745,0.999433416,-0.00015772,0.00015772
LAIR1,-0.000567318,0.999432843,-0.000355565,0.000355565
NAA25,-0.000568544,0.999431618,-0.000110425,0.000110425
PIN1,-0.000568878,0.999431284,-6.36E-05,6.362700273123984e-05
RXRB,-0.000569832,0.99943033,-0.000120072,0.000120072
SCAF4,-0.000570426,0.999429737,-0.000132653,0.000132653
RAD54L2,-0.000570481,0.999429682,-8.38E-05,8.383170843746096e-05
HSPA4L,-0.000571258,0.999428905,-0.000139746,0.000139746
RAB11FIP3,-0.000572929,0.999427235,-9.54E-05,9.540936422505406e-05
TACC2,-0.000572969,0.999427195,0.000136364,0.000136364
ITGA6,-0.000573143,0.999427021,0.000225972,0.000225972
MBNL3,-0.000573507,0.999426658,0.000124142,0.000124142
APOOL,-0.000573879,0.999426286,6.794955259766672e-05,6.794955259766672e-05
DIS3L,-0.000574663,0.999425502,2.1476830530108536e-05,2.1476830530108536e-05
RSF1,-0.000576091,0.999424075,-2.40E-05,2.4045100507370104e-05
MEGF9,-0.000576158,0.999424008,-2.33E-05,2.330759408146303e-05
STX7,-0.00057652,0.999423647,-8.21E-05,8.21408608175575e-05
DLG1,-0.000576571,0.999423595,-7.14E-05,7.1440956710812e-05
UCP2,-0.000576645,0.999423521,-0.000228535,0.000228535
TAF9,-0.000576796,0.999423371,-0.000158906,0.000158906
ZC3HAV1,-0.000576999,0.999423168,-0.000162085,0.000162085
PLVAP,-0.000577607,0.99942256,-0.000125469,0.000125469
UBR2,-0.000578685,0.999421483,-8.46E-05,8.45979929369571e-05
NRDE2,-0.000578924,0.999421244,-5.41E-05,5.41343542649177e-05
TSPAN10,-0.000579372,0.999420796,7.691727715538254e-05,7.691727715538254e-05
AAK1,-0.000579821,0.999420347,-0.000138663,0.000138663
PACRGL,-0.000580662,0.999419507,-0.00015428,0.00015428
TRAPPC10,-0.000580696,0.999419473,3.751717489464731e-05,3.751717489464731e-05
SLC41A1,-0.000580716,0.999419452,-0.000127276,0.000127276
NFIC,-0.00058153,0.99941864,-3.96E-06,3.964656665361374e-06
RTCB,-0.000582226,0.999417943,-0.000102367,0.000102367
NBAS,-0.000582597,0.999417572,-4.93E-05,4.927370156396563e-05
HAUS2,-0.000583579,0.999416591,-0.00015418,0.00015418
WDR35,-0.000583626,0.999416544,-8.80E-05,8.7967832485371e-05
PDK1,-0.000583879,0.999416292,-0.000117186,0.000117186
SLC27A3,-0.000584245,0.999415926,-0.00012224,0.00012224
SOX7,-0.00058452,0.999415651,0.000201081,0.000201081
PRPF40B,-0.000585726,0.999414445,-0.000114509,0.000114509
ASNS,-0.00058712,0.999413053,-0.000184751,0.000184751
TNRC6A,-0.000588121,0.999412052,-7.23E-05,7.22571061384323e-05
NDUFA13,-0.000589241,0.999410933,-0.000190543,0.000190543
HDAC11,-0.000589385,0.999410789,-0.000211272,0.000211272
GBP4,-0.000590344,0.99940983,-2.97E-05,2.9746896887171068e-05
TTLL5,-0.00059086,0.999409315,-0.000110952,0.000110952
ACAD10,-0.000591137,0.999409038,-4.20E-05,4.197836205859732e-05
PHLPP2,-0.000591364,0.999408811,-0.000124516,0.000124516
SKAP1,-0.000591524,0.999408651,7.172044472843024e-05,7.172044472843024e-05
NAB2,-0.000593542,0.999406635,-0.000227074,0.000227074
POLG,-0.000594745,0.999405432,-4.14E-05,4.13560735214218e-05
LPCAT4,-0.000594769,0.999405408,-0.000232091,0.000232091
CXCL14,-0.00059624,0.999403938,0.000601288,0.000601288
GPR12,-0.000597082,0.999403096,-3.64E-05,3.6391145880014e-05
FAM20A,-0.000597143,0.999403035,-0.000224941,0.000224941
BRWD1,-0.000597837,0.999402342,-9.80E-05,9.804395449260206e-05
GPI,-0.000598274,0.999401905,-0.000139663,0.000139663
KCNJ11,-0.000598744,0.999401435,-5.99E-05,5.990430576889583e-05
ZFAT,-0.000598794,0.999401385,-2.79E-06,2.792983715344151e-06
CCL22,-0.000598846,0.999401333,0.00013768,0.00013768
INO80B,-0.000599828,0.999400352,-9.41E-05,9.413688181277794e-05
RNF141,-0.000599894,0.999400286,-1.23E-05,1.2253456392576773e-05
RC3H1,-0.000599955,0.999400225,-0.00020248,0.00020248
ZRANB3,-0.000599971,0.999400209,-6.04E-05,6.0386476690507326e-05
ACAD11,-0.000600036,0.999400144,-9.51E-05,9.507536965619208e-05
VWA5A,-0.000600118,0.999400062,6.60300347691753e-05,6.60300347691753e-05
ITGB1,-0.000600124,0.999400056,8.128590498015197e-05,8.128590498015197e-05
APRT,-0.000601415,0.999398766,-3.54E-06,3.5421196147317896e-06
NLGN2,-0.000602886,0.999397296,-0.000198548,0.000198548
VAMP2,-0.000602907,0.999397275,-9.84E-06,9.843466894973035e-06
TDRP,-0.00060331,0.999396872,-8.83E-05,8.830987381609236e-05
AREL1,-0.000604351,0.999395832,-0.000155679,0.000155679
SLC25A36,-0.000604785,0.999395398,-9.53E-05,9.531003590591142e-05
DDX20,-0.000605144,0.999395039,-0.000161423,0.000161423
DLAT,-0.000606209,0.999393974,-5.34E-05,5.3352137442056434e-05
TTC37,-0.000606228,0.999393956,1.8610826300754016e-05,1.8610826300754016e-05
LIMS1,-0.000607026,0.999393158,-0.000104733,0.000104733
DHX57,-0.000608285,0.9993919,-0.000163898,0.000163898
CCDC110,-0.000609409,0.999390777,-0.000209748,0.000209748
CNOT2,-0.000610011,0.999390175,-0.000166093,0.000166093
RPUSD2,-0.000610513,0.999389673,-0.000144528,0.000144528
PJA2,-0.000611207,0.99938898,1.242646851744647e-05,1.242646851744647e-05
CNIH3,-0.000611452,0.999388735,-0.000314142,0.000314142
IL1RN,-0.000611508,0.999388679,-4.35E-05,4.3480850265407815e-05
PI16,-0.000611891,0.999388296,0.000335347,0.000335347
HSP90AB1,-0.000613361,0.999386827,-0.000129832,0.000129832
RABEP1,-0.000613497,0.999386691,-0.000111654,0.000111654
RNF113A,-0.000613721,0.999386467,-0.000154683,0.000154683
BUB1B,-0.000613998,0.99938619,-0.000300894,0.000300894
RAB5B,-0.000615108,0.999385081,-3.28E-05,3.282799797107473e-05
MAP3K9,-0.000616447,0.999383743,-0.000275403,0.000275403
LMF1,-0.00061852,0.999381671,-5.17E-05,5.174429650254501e-05
RLIM,-0.000618521,0.99938167,-0.000159329,0.000159329
SOCS4,-0.000618852,0.99938134,-0.000168393,0.000168393
TRPC4AP,-0.000619489,0.999380703,-0.000107509,0.000107509
PREPL,-0.000619726,0.999380466,5.6063294844709705e-06,5.6063294844709705e-06
AP5S1,-0.000619967,0.999380225,-0.000140301,0.000140301
GPC4,-0.000620111,0.999380081,-0.000263031,0.000263031
YIPF5,-0.000620199,0.999379993,-0.000121737,0.000121737
TMEM245,-0.000621129,0.999379064,2.8540863892031337e-06,2.8540863892031337e-06
AKR1A1,-0.000621161,0.999379032,-0.000219499,0.000219499
COL6A1,-0.000621386,0.999378807,-0.000141789,0.000141789
RCC1,-0.000621866,0.999378328,-0.000292827,0.000292827
EPN2,-0.000622498,0.999377695,-2.99E-05,2.992688326045826e-05
ARID3B,-0.000623684,0.999376511,-7.21E-05,7.207721076823038e-05
RPGR,-0.000624201,0.999375994,-0.000133341,0.000133341
RTTN,-0.000624266,0.999375929,-8.77E-05,8.766041376130542e-05
HIC2,-0.000624796,0.999375399,-0.000139122,0.000139122
RARG,-0.000625431,0.999374764,-0.000184993,0.000184993
LIMK1,-0.000625782,0.999374413,-0.000141967,0.000141967
CUL4B,-0.000626101,0.999374095,-9.09E-05,9.0887867130093e-05
YTHDF2,-0.000626385,0.999373812,-0.000161467,0.000161467
VEZT,-0.000626608,0.999373588,-9.63E-05,9.62892495672968e-05
SPATA2,-0.000628215,0.999371982,-0.000184691,0.000184691
DDX24,-0.000628226,0.999371972,-0.000108764,0.000108764
C1orf216,-0.000629627,0.999370572,-0.000293099,0.000293099
SENP5,-0.000630293,0.999369906,-0.000273267,0.000273267
MORN1,-0.000631075,0.999369124,-9.86E-05,9.861494114075465e-05
ITGA10,-0.000631199,0.999369,-0.000245089,0.000245089
RPL10,-0.000632756,0.999367445,-3.81E-05,3.813482627455095e-05
SLC35D2,-0.000633642,0.999366558,-7.35E-05,7.352327391909729e-05
CDC14A,-0.000634585,0.999365616,-8.50E-05,8.504680625911511e-05
MAD1L1,-0.000634881,0.99936532,-0.000119254,0.000119254
ANKS6,-0.00063618,0.999364022,-0.000109701,0.000109701
ZNF618,-0.00063627,0.999363933,-0.000212659,0.000212659
KIAA0930,-0.000636564,0.999363638,-0.000211574,0.000211574
SAP130,-0.000636616,0.999363587,-0.000148535,0.000148535
PTCD3,-0.000636692,0.999363511,-0.000166961,0.000166961
NIPBL,-0.000637319,0.999362884,-4.63E-05,4.631558800345138e-05
ACAP3,-0.0006374,0.999362803,-5.90E-05,5.900425743850593e-05
HIPK3,-0.000637487,0.999362716,-3.68E-05,3.676369210935983e-05
DUS3L,-0.000637541,0.999362662,-0.000103529,0.000103529
EIF2S1,-0.000638276,0.999361928,-0.000161771,0.000161771
MTMR1,-0.000638649,0.999361555,-6.95E-05,6.953846156140028e-05
GALNT4,-0.000638921,0.999361283,-9.19E-05,9.188535366505538e-05
KMT2B,-0.000639041,0.999361163,-0.000150339,0.000150339
TRAF6,-0.000639632,0.999360572,-6.29E-05,6.293515197405928e-05
HMCES,-0.000639673,0.999360532,-9.78E-05,9.782747263010432e-05
PLEKHN1,-0.000640019,0.999360186,-0.000326456,0.000326456
FAM120C,-0.000640488,0.999359717,-6.13E-05,6.127586279093544e-05
DNAJC30,-0.000641413,0.999358793,-9.74E-05,9.742214424618684e-05
CDK5RAP3,-0.000643803,0.999356404,-0.000221889,0.000221889
SOCS6,-0.000643877,0.99935633,-0.000189436,0.000189436
ADRM1,-0.000644344,0.999355864,-0.000184225,0.000184225
ASTE1,-0.000644999,0.999355209,-0.000125732,0.000125732
TBC1D13,-0.000645673,0.999354536,-0.000104363,0.000104363
PSMB7,-0.000647134,0.999353076,-0.00014756,0.00014756
PPCS,-0.00064749,0.99935272,-0.000177147,0.000177147
FKBP8,-0.000647685,0.999352525,-0.000120299,0.000120299
FSIP1,-0.000648969,0.999351241,-0.000308111,0.000308111
HSPA4,-0.000649307,0.999350904,-0.000190473,0.000190473
TMEM200B,-0.000649494,0.999350717,-2.67E-06,2.668882581172149e-06
PHF12,-0.00064961,0.999350601,-9.65E-05,9.654617326328165e-05
SLC25A26,-0.000650292,0.99934992,-2.88E-05,2.882334500004576e-05
RASGEF1A,-0.000651065,0.999349147,-0.000228252,0.000228252
HOXD3,-0.000651435,0.999348777,-3.69E-05,3.6851917874523854e-05
CENPV,-0.000652528,0.999347685,-7.20E-05,7.200054570776198e-05
CAND1,-0.000652764,0.999347449,-0.000248945,0.000248945
PARVB,-0.000653051,0.999347163,-0.000118545,0.000118545
CKLF,-0.000653419,0.999346794,-0.000103916,0.000103916
AMT,-0.000653631,0.999346582,-0.000149119,0.000149119
EGLN1,-0.000655211,0.999345003,3.234087715486855e-05,3.234087715486855e-05
MRPS7,-0.000655655,0.99934456,-0.000206184,0.000206184
TSPAN33,-0.00065571,0.999344505,-0.000217092,0.000217092
AKR1B1,-0.000655723,0.999344492,-0.000176077,0.000176077
RNF146,-0.000656631,0.999343585,-0.00010023,0.00010023
ALKBH4,-0.000656815,0.999343401,-0.000250414,0.000250414
TRIM33,-0.000656945,0.99934327,-0.000209216,0.000209216
SFR1,-0.000656954,0.999343262,-0.000165143,0.000165143
DEPDC1B,-0.000657391,0.999342825,-0.000316735,0.000316735
ARMC2,-0.000657806,0.999342411,-0.000162115,0.000162115
TMA16,-0.00065819,0.999342026,-0.000156683,0.000156683
ZC3H12D,-0.00065837,0.999341847,-0.000197137,0.000197137
AP3S2,-0.000659145,0.999341072,3.441725331946189e-05,3.441725331946189e-05
LRP6,-0.000659334,0.999340883,-4.41E-05,4.411370425723253e-05
TCERG1,-0.000660973,0.999339245,-0.000178132,0.000178132
DCTN5,-0.000663274,0.999336946,-0.000128317,0.000128317
MPZL1,-0.000664003,0.999336218,-2.68E-05,2.6780466509316103e-05
PRMT7,-0.000664132,0.999336088,-9.89E-05,9.890495859642308e-05
KCNE4,-0.000665259,0.999334962,-0.000131301,0.000131301
NDUFA7,-0.000665514,0.999334708,-0.000187035,0.000187035
APEH,-0.000665524,0.999334697,-0.000132758,0.000132758
EIF3J,-0.000665915,0.999334307,-0.000156822,0.000156822
GGNBP2,-0.000665963,0.999334259,-9.49E-05,9.49147381101266e-05
CCDC88A,-0.000666138,0.999334084,-0.000266737,0.000266737
PLD4,-0.000666587,0.999333636,4.26131521178855e-05,4.26131521178855e-05
TMEM79,-0.00066667,0.999333552,-0.00026227,0.00026227
KDM2A,-0.000666983,0.999333239,-0.000158394,0.000158394
CHD1L,-0.00066715,0.999333072,-0.000153596,0.000153596
IL27RA,-0.000667288,0.999332935,-0.000121809,0.000121809
DSP,-0.000667473,0.99933275,-8.68E-05,8.684046793235208e-05
GOSR1,-0.000667621,0.999332602,-8.46E-05,8.458739835283044e-05
RPL37,-0.000667932,0.999332291,-3.75E-05,3.751291846406692e-05
CD55,-0.000668064,0.99933216,-0.000153965,0.000153965
DNAJC16,-0.000671565,0.99932866,-0.000103048,0.000103048
MRPL38,-0.000671615,0.999328611,-0.000262678,0.000262678
FANCG,-0.000671787,0.999328439,-0.000195744,0.000195744
THUMPD1,-0.000672012,0.999328214,-4.86E-06,4.860812257362693e-06
AMMECR1L,-0.000672269,0.999327957,-0.000107123,0.000107123
SLC9A8,-0.000672767,0.999327459,-0.000117128,0.000117128
TLR2,-0.000675027,0.999325201,-0.000363396,0.000363396
PCSK5,-0.000675215,0.999325013,0.000242201,0.000242201
HSPA9,-0.000676871,0.999323358,-0.000105764,0.000105764
GRB7,-0.000677348,0.999322881,-7.29E-05,7.291351517316799e-05
KIF3C,-0.000677544,0.999322686,-0.000218791,0.000218791
MKNK2,-0.000678118,0.999322111,7.175948553708733e-05,7.175948553708733e-05
KLF11,-0.00067994,0.999320291,3.774993450966768e-05,3.774993450966768e-05
GLI3,-0.000680237,0.999319994,-7.87E-06,7.869087271775502e-06
PAM16,-0.000680905,0.999319327,-0.000140845,0.000140845
TET2,-0.00068101,0.999319222,-5.69E-06,5.689276885665999e-06
FDXR,-0.00068117,0.999319062,-5.26E-05,5.2580865701752025e-05
ZNF384,-0.000681561,0.999318672,-1.52E-05,1.5155692314782096e-05
ARHGEF15,-0.000682807,0.999317426,9.383352492561836e-05,9.383352492561836e-05
ATN1,-0.000683631,0.999316603,-6.29E-05,6.292920359772872e-05
AKAP7,-0.000683974,0.99931626,-0.000109544,0.000109544
ATAD1,-0.000684692,0.999315542,-9.90E-05,9.899195312249204e-05
IL17D,-0.000687416,0.99931282,2.0587038227100384e-05,2.0587038227100384e-05
GIPC3,-0.000688419,0.999311818,-6.94E-05,6.936105317297166e-05
KIAA0040,-0.000689197,0.999311041,-7.14E-05,7.144010738399827e-05
CAMK4,-0.000689872,0.999310366,-0.000165367,0.000165367
GTF3C4,-0.000691049,0.99930919,-0.00014869,0.00014869
PABPC4,-0.000691476,0.999308763,-0.000170752,0.000170752
ZNF502,-0.000691545,0.999308694,-7.67E-05,7.667245381538443e-05
MRPL49,-0.000691705,0.999308535,-0.000156754,0.000156754
TXNL1,-0.000691835,0.999308405,-0.000170678,0.000170678
COL6A2,-0.000692989,0.999307251,-6.55E-05,6.55194215294485e-05
NHP2,-0.000693117,0.999307123,-8.59E-05,8.585741864631635e-05
CTTNBP2NL,-0.00069334,0.999306901,-0.000180236,0.000180236
PRKRIP1,-0.000694148,0.999306093,-0.000279447,0.000279447
HNRNPH2,-0.000694333,0.999305908,-0.00013629,0.00013629
FEM1B,-0.00069474,0.999305501,-7.68E-05,7.681772665965939e-05
GOLGA2,-0.000694987,0.999305255,-0.000127183,0.000127183
DNAJA2,-0.000695319,0.999304923,-7.80E-05,7.795263005459276e-05
LAS1L,-0.000695454,0.999304787,-0.000126893,0.000126893
EXOC1,-0.000696454,0.999303788,-9.02E-05,9.021611925924544e-05
RPS25,-0.000696665,0.999303578,7.688777468506727e-06,7.688777468506727e-06
PCOLCE,-0.000697169,0.999303074,-0.000246457,0.000246457
MST1,-0.000697727,0.999302516,-0.000167843,0.000167843
IFI44,-0.000699155,0.999301089,-0.000473858,0.000473858
MRFAP1,-0.000699185,0.999301059,-0.000125937,0.000125937
DUS2,-0.000699963,0.999300282,-8.20E-05,8.195336830779925e-05
USP24,-0.000701138,0.999299108,-5.00E-05,4.9972424855536726e-05
MPND,-0.000701628,0.999298618,-7.18E-05,7.18467567893716e-05
TAGLN,-0.000701994,0.999298253,0.000231942,0.000231942
PIK3R2,-0.000702301,0.999297946,-0.000145594,0.000145594
TEAD1,-0.000703362,0.999296886,0.000108935,0.000108935
FEZ2,-0.00070337,0.999296877,-0.000104664,0.000104664
SHC2,-0.000703683,0.999296565,-1.63E-05,1.6292153326846227e-05
PEX16,-0.00070424,0.999296008,-3.26E-05,3.257495586997741e-05
TERF2IP,-0.000704241,0.999296007,-0.00011521,0.00011521
RPS17,-0.000704381,0.999295867,-0.000240079,0.000240079
SHC1,-0.000705224,0.999295025,-0.000206298,0.000206298
ATXN7L3,-0.000705987,0.999294263,-0.00021974,0.00021974
GAPDH,-0.000706655,0.999293594,-0.000167482,0.000167482
TTC23,-0.000706718,0.999293532,-2.67E-05,2.6701410874338527e-05
CAMK2G,-0.000707322,0.999292928,-0.000136968,0.000136968
ABCB7,-0.000707655,0.999292596,-5.71E-05,5.711367491072032e-05
ZMYM2,-0.000709888,0.999290363,-0.000148084,0.000148084
RNASEH1,-0.000710063,0.999290189,-0.000110476,0.000110476
TMEM120A,-0.000710396,0.999289856,-3.29E-05,3.28939095667162e-05
ASS1,-0.000711518,0.999288735,-0.000218012,0.000218012
PHTF1,-0.000711846,0.999288407,-0.000354468,0.000354468
POFUT1,-0.000712091,0.999288162,-8.46E-05,8.455921257323994e-05
GLTP,-0.000712726,0.999287528,-0.000138559,0.000138559
PCYT1A,-0.000713518,0.999286736,-9.07E-05,9.0730376091727e-05
PRIMA1,-0.000714553,0.999285702,0.000281296,0.000281296
EZR,-0.000714595,0.99928566,-0.000138226,0.000138226
COG5,-0.000714889,0.999285366,-0.000135851,0.000135851
RPS15,-0.000715491,0.999284765,5.284199159934222e-05,5.284199159934222e-05
OGFOD3,-0.000715818,0.999284438,-0.000117783,0.000117783
PCK2,-0.000716512,0.999283745,-2.32E-05,2.3164624082559065e-05
MIA,-0.000717401,0.999282856,-0.00013178,0.00013178
CCNG1,-0.000717727,0.99928253,-6.61E-06,6.614296960427008e-06
MAFG,-0.000718479,0.999281779,-0.000231906,0.000231906
CHIC1,-0.000718803,0.999281456,-8.64E-05,8.640392720663751e-05
C8orf82,-0.000718903,0.999281355,-0.000110924,0.000110924
RPS2,-0.000719004,0.999281255,-2.79E-05,2.785385987146699e-05
APOL6,-0.000719777,0.999280482,-4.30E-05,4.2956369632160193e-05
CPVL,-0.000720891,0.999279369,-0.000608478,0.000608478
STYK1,-0.000720982,0.999279278,-0.000383299,0.000383299
MMAA,-0.000722527,0.999277734,-0.00020396,0.00020396
PHF19,-0.000723995,0.999276267,-0.000252997,0.000252997
MAP10,-0.000724138,0.999276124,-0.000213525,0.000213525
PMPCB,-0.000724206,0.999276056,-0.000137696,0.000137696
ARHGEF10,-0.000727045,0.999273219,-7.74E-05,7.736731877586622e-05
B3GNTL1,-0.00072718,0.999273084,-0.000159918,0.000159918
ANKS1B,-0.00072726,0.999273004,-0.000215201,0.000215201
ZBTB22,-0.000727369,0.999272895,-3.37E-05,3.370892450924208e-05
PRDM5,-0.000727584,0.999272681,1.1440176220433793e-06,1.1440176220433793e-06
FLOT2,-0.000727752,0.999272513,-8.39E-05,8.389341850354587e-05
MGMT,-0.000728281,0.999271984,1.377204033642214e-05,1.377204033642214e-05
SPATA6,-0.000729152,0.999271114,-8.97E-05,8.966705402245045e-05
UBE2L6,-0.000730671,0.999269596,-0.000299379,0.000299379
SPTY2D1,-0.000730914,0.999269353,-0.000111446,0.000111446
FAM160B1,-0.000732326,0.999267942,-0.000104157,0.000104157
MAP2K3,-0.000732327,0.999267941,-7.65E-05,7.650644005894464e-05
SNX19,-0.000733581,0.999266688,-0.000116914,0.000116914
CUEDC2,-0.000734346,0.999265923,-0.000197906,0.000197906
PCDHGB6,-0.000734588,0.999265681,7.293932688094348e-05,7.293932688094348e-05
COQ2,-0.000737783,0.999262489,-0.000142246,0.000142246
HELQ,-0.00073838,0.999261893,-8.49E-05,8.490183471364376e-05
CFL2,-0.000738509,0.999261763,-1.27E-06,1.2723394979810218e-06
PIP4K2C,-0.000738794,0.999261479,-0.000226394,0.000226394
SLC16A11,-0.000739161,0.999261112,0.000131611,0.000131611
GPATCH8,-0.000739951,0.999260323,3.798330572452914e-05,3.798330572452914e-05
AVL9,-0.0007403,0.999259974,-8.71E-05,8.714463987833949e-05
TRAK1,-0.000740474,0.9992598,4.623525649290368e-05,4.623525649290368e-05
MEPCE,-0.000741228,0.999259047,-0.000165399,0.000165399
ZSCAN18,-0.000741832,0.999258443,-0.00011326,0.00011326
GREM2,-0.000742224,0.999258051,0.000152094,0.000152094
CRTAC1,-0.000742289,0.999257986,-6.16E-05,6.164246825104318e-05
GALT,-0.000743532,0.999256744,-9.83E-05,9.830926909570448e-05
DRAP1,-0.00074455,0.999255727,-0.000147931,0.000147931
KRT17,-0.000744678,0.999255599,0.000410623,0.000410623
HAGH,-0.000745106,0.999255171,-0.000124021,0.000124021
TMEM201,-0.000746056,0.999254222,-0.000218088,0.000218088
ATAD2,-0.00074606,0.999254218,-0.000290403,0.000290403
NQO2,-0.000746519,0.999253759,-9.66E-05,9.656871143290564e-05
ABCB9,-0.000746928,0.999253351,3.044013054177537e-05,3.044013054177537e-05
CYSLTR2,-0.000747682,0.999252598,-2.39E-05,2.3899281601761843e-05
ZNF704,-0.000747764,0.999252515,-1.14E-05,1.144502578144177e-05
ELAC1,-0.000748142,0.999252138,-0.000128652,0.000128652
PRKAA2,-0.000748729,0.999251552,-5.92E-05,5.9228067399663686e-05
ODC1,-0.000749543,0.999250737,-0.000251511,0.000251511
MAPK6,-0.000750841,0.999249441,-0.000205712,0.000205712
SPATA24,-0.000751395,0.999248887,-0.000229734,0.000229734
SCO1,-0.000751886,0.999248397,-0.000102548,0.000102548
TAOK2,-0.000752336,0.999247947,-8.81E-05,8.810961400726285e-05
TMEM241,-0.000752815,0.999247468,-0.000181454,0.000181454
TMEM218,-0.000752832,0.999247451,-0.000122293,0.000122293
